VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-03-01 10:03:04,2016-03-01 10:23:06,1,2.58,-73.967506408691406,40.771820068359375,1,N,-73.984062194824219,40.74053955078125,1,14,0,0.5,2.96,0,0.3,17.76
2,2016-03-01 10:03:04,2016-03-01 10:22:54,2,3.39,-74.012908935546875,40.7021484375,1,N,-74.007469177246094,40.748115539550781,1,15.5,0,0.5,4.08,0,0.3,20.38
1,2016-03-01 10:03:05,2016-03-01 10:16:25,1,1.60,-73.952667236328125,40.766681671142578,1,N,-73.968734741210937,40.760589599609375,1,9,0,0.5,1.95,0,0.3,11.75
2,2016-03-01 10:03:05,2016-03-01 10:40:22,1,4.35,-73.993759155273438,40.757148742675781,1,N,-73.929367065429688,40.751983642578125,2,25.5,0,0.5,0,0,0.3,26.3
2,2016-03-01 10:03:05,2016-03-01 10:13:30,1,2.11,-73.982559204101563,40.767131805419922,1,N,-73.960212707519531,40.779548645019531,1,10,0,0.5,0,0,0.3,10.8
2,2016-03-01 10:03:05,2016-03-01 10:16:09,1,1.77,-73.965194702148438,40.771560668945313,1,N,-73.976165771484375,40.749763488769531,1,10,0,0.5,2.16,0,0.3,12.96
2,2016-03-01 10:03:05,2016-03-01 10:13:15,2,2.20,-73.980918884277344,40.769500732421875,1,N,-73.9620361328125,40.795173645019531,1,10,0,0.5,0,0,0.3,10.8
2,2016-03-01 10:03:06,2016-03-01 10:03:09,1,.01,-73.974830627441406,40.762382507324219,5,N,-73.974571228027344,40.762397766113281,1,9,0,0.5,2.45,0,0.3,12.25
2,2016-03-01 10:03:06,2016-03-01 10:25:08,1,2.72,-73.982872009277344,40.761260986328125,1,N,-74.005500793457031,40.727008819580078,2,15.5,0,0.5,0,0,0.3,16.3
2,2016-03-01 10:03:06,2016-03-01 10:09:10,1,.88,-73.94439697265625,40.787830352783203,1,N,-73.953079223632812,40.778488159179688,1,6,0,0.5,1,0,0.3,7.8
2,2016-03-01 10:03:06,2016-03-01 10:06:50,1,.66,-73.965629577636719,40.758590698242188,1,N,-73.9718017578125,40.750331878662109,1,4.5,0,0.5,0.75,0,0.3,6.05
2,2016-03-01 10:03:06,2016-03-01 10:08:11,1,.88,-73.990676879882813,40.755485534667969,1,N,-73.979362487792969,40.757495880126953,2,5.5,0,0.5,0,0,0.3,6.3
2,2016-03-01 10:03:07,2016-03-01 10:30:57,3,5.08,-73.984939575195313,40.759296417236328,1,N,-74.015411376953125,40.704795837402344,1,22,0,0.5,5.7,0,0.3,28.5
2,2016-03-01 10:03:07,2016-03-01 10:07:06,1,.51,-73.984382629394531,40.742500305175781,1,N,-73.989723205566406,40.738521575927734,1,4.5,0,0.5,1.06,0,0.3,6.36
2,2016-03-01 10:03:07,2016-03-01 10:15:46,6,4.42,-73.940803527832031,40.805896759033203,1,N,-73.909156799316406,40.849742889404297,1,15,0,0.5,3.16,0,0.3,18.96
2,2016-03-01 10:03:07,2016-03-01 10:12:06,6,1.03,-73.991485595703125,40.76995849609375,1,N,-73.983383178710938,40.760791778564453,1,7.5,0,0.5,1.66,0,0.3,9.96
1,2016-03-01 10:03:08,2016-03-01 10:08:40,1,.60,-73.987014770507812,40.766029357910156,1,N,-73.993797302246094,40.761398315429688,1,5.5,0,0.5,1.55,0,0.3,7.85
2,2016-03-01 10:03:08,2016-03-01 10:12:58,1,2.76,-73.98284912109375,40.6927490234375,1,N,-73.951744079589844,40.712505340576172,2,11.5,0,0.5,0,0,0.3,12.3
2,2016-03-01 10:03:08,2016-03-01 10:36:59,2,6.60,-73.991607666015625,40.749500274658203,1,N,-73.950515747070312,40.730541229248047,1,26.5,0,0.5,6.82,0,0.3,34.12
1,2016-03-01 10:03:09,2016-03-01 10:08:55,1,.70,-73.961067199707031,40.801967620849609,1,N,-73.962326049804687,40.809783935546875,1,6,0,0.5,1.7,0,0.3,8.5
1,2016-03-01 10:03:09,2016-03-01 10:17:49,1,1.50,-73.975006103515625,40.758388519287109,1,N,-73.962860107421875,40.778175354003906,1,10.5,0,0.5,2.25,0,0.3,13.55
1,2016-03-01 10:03:09,2016-03-01 10:24:20,1,3.50,-73.981330871582031,40.754825592041016,1,N,-74.009933471679688,40.716426849365234,2,16,0,0.5,0,0,0.3,16.8
2,2016-03-01 10:03:09,2016-03-01 10:16:13,2,.69,-73.99072265625,40.755241394042969,1,N,-73.981887817382812,40.758220672607422,2,9,0,0.5,0,0,0.3,9.8
2,2016-03-01 10:03:09,2016-03-01 10:16:53,6,1.75,-73.990455627441406,40.746017456054688,1,N,-73.9832763671875,40.766288757324219,1,10,0,0.5,2.16,0,0.3,12.96
2,2016-03-01 10:03:09,2016-03-01 10:13:15,1,1.86,-74.003730773925781,40.733539581298828,1,N,-74.005317687988281,40.751251220703125,1,9,0,0.5,3,0,0.3,12.8
1,2016-03-01 10:03:10,2016-03-01 10:10:14,1,1.20,-73.875999450683594,40.735935211181641,1,N,-73.8758544921875,40.749153137207031,2,6.5,0,0.5,0,0,0.3,7.3
1,2016-03-01 10:03:10,2016-03-01 10:11:35,1,.90,-73.946746826171875,40.800186157226563,1,N,-73.954658508300781,40.789318084716797,4,7,0,0.5,0,0,0.3,7.8
1,2016-03-01 10:03:10,2016-03-01 10:07:55,1,.70,-73.967674255371094,40.760059356689453,1,N,-73.969039916992188,40.768314361572266,1,5,0,0.5,1.15,0,0.3,6.95
2,2016-03-01 10:03:10,2016-03-01 10:04:09,1,.35,-73.971275329589844,40.763809204101562,1,N,-73.967918395996094,40.76837158203125,1,3,0,0.5,0.95,0,0.3,4.75
2,2016-03-01 10:03:11,2016-03-01 10:32:14,1,4.88,-73.94769287109375,40.783298492431641,1,N,-73.986610412597656,40.734031677246094,1,22.5,0,0.5,4.66,0,0.3,27.96
2,2016-03-01 10:03:11,2016-03-01 10:07:10,1,.61,-73.947898864746094,40.783000946044922,1,N,-73.955528259277344,40.779029846191406,2,4.5,0,0.5,0,0,0.3,5.3
2,2016-03-01 10:03:11,2016-03-01 10:08:29,3,.85,-74.002288818359375,40.745090484619141,1,N,-73.996131896972656,40.737171173095703,2,5.5,0,0.5,0,0,0.3,6.3
1,2016-03-01 10:03:12,2016-03-01 10:14:15,1,1.00,-73.994285583496094,40.750961303710938,1,N,-73.985427856445313,40.759441375732422,1,8,0,0.5,1.75,0,0.3,10.55
1,2016-03-01 10:03:12,2016-03-01 10:07:52,1,.70,-73.982078552246094,40.743061065673828,1,N,-73.987876892089844,40.735164642333984,1,5,0,0.5,1.15,0,0.3,6.95
2,2016-03-01 10:03:12,2016-03-01 10:32:07,5,3.66,-73.960006713867188,40.782089233398437,1,N,-73.990753173828125,40.734729766845703,2,19.5,0,0.5,0,0,0.3,20.3
2,2016-03-01 10:03:12,2016-03-01 10:14:15,1,1.36,-73.985603332519531,40.773139953613281,1,N,-73.96881103515625,40.764171600341797,2,8.5,0,0.5,0,0,0.3,9.3
2,2016-03-01 10:03:12,2016-03-01 10:08:01,5,.44,-73.977706909179688,40.738048553466797,1,N,-73.973579406738281,40.743564605712891,1,5,0,0.5,1.45,0,0.3,7.25
1,2016-03-01 10:03:13,2016-03-01 10:17:48,1,1.30,-73.958808898925781,40.764003753662109,1,N,-73.976020812988281,40.763797760009766,1,10,0,0.5,1,0,0.3,11.8
1,2016-03-01 10:03:13,2016-03-01 10:07:25,1,.70,-73.965957641601562,40.75897216796875,1,N,-73.972244262695312,40.749359130859375,1,5,0,0.5,1,0,0.3,6.8
2,2016-03-01 10:03:13,2016-03-01 10:06:19,1,.39,-73.961471557617188,40.777130126953125,1,N,-73.956710815429687,40.777900695800781,1,4,0,0.5,1.44,0,0.3,6.24
2,2016-03-01 10:03:13,2016-03-01 10:28:50,1,3.45,-74.00299072265625,40.749179840087891,1,N,-74.010848999023438,40.708778381347656,1,18.5,0,0.5,3.86,0,0.3,23.16
2,2016-03-01 10:03:13,2016-03-01 10:22:29,1,2.28,-73.962455749511719,40.755157470703125,1,N,-73.975868225097656,40.740455627441406,2,12.5,0,0.5,0,0,0.3,13.3
2,2016-03-01 10:03:13,2016-03-01 10:21:58,1,3.69,-73.99462890625,40.753608703613281,1,N,-74.015083312988281,40.714130401611328,2,16,0,0.5,0,0,0.3,16.8
2,2016-03-01 10:03:13,2016-03-01 10:09:41,1,1.19,-73.955902099609375,40.776065826416016,1,N,-73.952316284179687,40.789817810058594,1,6,0,0.5,1.36,0,0.3,8.16
2,2016-03-01 10:03:13,2016-03-01 10:17:54,1,2.95,-73.985092163085938,40.768661499023438,1,N,-73.96746826171875,40.802928924560547,1,12,0,0.5,1.75,0,0.3,14.55
1,2016-03-01 10:03:14,2016-03-01 10:19:40,1,1.90,-74.00811767578125,40.723281860351562,1,N,-73.991539001464844,40.73968505859375,1,11.5,0,0.5,2.45,0,0.3,14.75
2,2016-03-01 10:03:14,2016-03-01 10:12:35,1,.97,-73.965202331542969,40.755210876464844,1,N,-73.979248046875,40.760429382324219,1,7.5,0,0.5,1.2,0,0.3,9.5
2,2016-03-01 10:03:14,2016-03-01 10:15:51,2,1.70,-73.964752197265625,40.763828277587891,1,N,-73.987701416015625,40.775501251220703,1,10,0,0.5,1.9,0,0.3,12.7
2,2016-03-01 10:03:14,2016-03-01 10:16:12,6,5.49,-73.970306396484375,40.752468109130859,1,N,-74.007659912109375,40.703369140625,1,17.5,0,0.5,2,0,0.3,20.3
1,2016-03-01 10:03:15,2016-03-01 10:31:16,1,2.10,-73.990020751953125,40.7510986328125,1,N,-73.966751098632813,40.757472991943359,1,17,0,0.5,4.45,0,0.3,22.25
2,2016-03-01 10:03:15,2016-03-01 10:18:19,3,.95,-73.977943420410156,40.752426147460938,1,N,-73.98602294921875,40.746410369873047,1,10,0,0.5,2.16,0,0.3,12.96
2,2016-03-01 10:03:15,2016-03-01 10:11:04,1,.65,-73.996673583984375,40.737537384033203,1,N,-73.989700317382812,40.739742279052734,2,6.5,0,0.5,0,0,0.3,7.3
2,2016-03-01 10:03:15,2016-03-01 10:18:46,1,2.05,-73.954292297363281,40.783645629882812,1,N,-73.9736328125,40.79364013671875,2,10.5,0,0.5,0,0,0.3,11.3
2,2016-03-01 10:03:16,2016-03-01 10:17:48,6,1.82,-74.000343322753906,40.747833251953125,1,N,-73.997917175292969,40.725807189941406,1,10.5,0,0.5,3,0,0.3,14.3
2,2016-03-01 10:03:16,2016-03-01 10:45:29,1,11.07,-73.874900817871094,40.773960113525391,1,N,-73.983070373535156,40.761920928955078,1,37,0,0.5,8.67,5.54,0.3,52.01
2,2016-03-01 10:03:16,2016-03-01 10:09:15,1,1.06,-73.972999572753906,40.795009613037109,1,N,-73.956230163574219,40.788158416748047,1,6.5,0,0.5,0.7,0,0.3,8
1,2016-03-01 10:03:17,2016-03-01 10:30:18,1,3.70,-73.951591491699219,40.773651123046875,1,N,-73.982261657714844,40.758808135986328,1,19,0,0.5,3.95,0,0.3,23.75
1,2016-03-01 10:03:17,2016-03-01 10:11:53,1,1.70,-73.950210571289062,40.784313201904297,1,N,-73.97509765625,40.787746429443359,1,8,0,0.5,1.8,0,0.3,10.6
1,2016-03-01 10:03:17,2016-03-01 10:17:55,1,6.00,-73.965255737304688,40.758945465087891,1,N,-74.0059814453125,40.709518432617188,1,19.5,0,0.5,1,0,0.3,21.3
1,2016-03-01 10:03:17,2016-03-01 10:46:17,1,10.90,-73.863609313964844,40.769924163818359,1,N,-73.976783752441406,40.762813568115234,1,36.5,0,0.5,8.55,5.54,0.3,51.39
1,2016-03-01 10:03:17,2016-03-01 10:16:59,1,2.10,-74.001960754394531,40.717411041259766,1,N,-73.991683959960937,40.742156982421875,2,10.5,0,0.5,0,0,0.3,11.3
2,2016-03-01 10:03:17,2016-03-01 10:12:02,1,1.35,-74.008247375488281,40.735649108886719,1,N,-74.013107299804688,40.717460632324219,1,7.5,0,0.5,1.66,0,0.3,9.96
2,2016-03-01 10:03:17,2016-03-01 10:18:55,1,2.17,-73.994033813476563,40.746456146240234,1,N,-73.996139526367188,40.722232818603516,1,11.5,0,0.5,2.46,0,0.3,14.76
1,2016-03-01 10:03:18,2016-03-01 10:09:22,1,.40,-73.977333068847656,40.758068084716797,1,N,-73.982719421386719,40.756431579589844,1,5.5,0,0.5,1.25,0,0.3,7.55
1,2016-03-01 10:03:18,2016-03-01 10:29:03,1,3.90,-73.925605773925781,40.772686004638672,1,N,-73.959846496582031,40.766849517822266,2,18,0,0.5,0,0,0.3,18.8
2,2016-03-01 10:03:18,2016-03-01 10:25:16,1,2.34,-73.997596740722656,40.736148834228516,1,N,-73.97589111328125,40.764568328857422,1,14.5,0,0.5,3.06,0,0.3,18.36
2,2016-03-01 10:03:18,2016-03-01 10:06:49,1,1.01,-74.00811767578125,40.724033355712891,1,N,-74.01361083984375,40.715370178222656,1,5.5,0,0.5,1.26,0,0.3,7.56
1,2016-03-01 10:03:19,2016-03-01 10:10:44,1,1.20,-73.977462768554688,40.752864837646484,1,N,-73.989944458007813,40.740966796875,1,7,0,0.5,1.55,0,0.3,9.35
1,2016-03-01 10:03:19,2016-03-01 10:45:31,2,8.10,-73.885414123535156,40.773017883300781,1,N,-73.986106872558594,40.743335723876953,1,31.5,0,0.5,7.55,5.54,0.3,45.39
1,2016-03-01 10:03:19,2016-03-01 10:17:08,1,.30,-73.973785400390625,40.76324462890625,1,N,-73.975303649902344,40.764015197753906,2,9,0,0.5,0,0,0.3,9.8
1,2016-03-01 10:03:19,2016-03-01 10:18:26,1,1.50,-73.984184265136719,40.72509765625,1,N,-74.004997253417969,40.731647491455078,1,10.5,0,0.5,2,0,0.3,13.3
1,2016-03-01 10:03:19,2016-03-01 10:08:27,1,.20,-73.9764404296875,40.759052276611328,1,N,-73.974235534667969,40.7581787109375,2,5,0,0.5,0,0,0.3,5.8
1,2016-03-01 10:03:19,2016-03-01 10:13:54,2,.70,-73.989265441894531,40.737346649169922,1,N,-73.984184265136719,40.746177673339844,1,8,0,0.5,1.75,0,0.3,10.55
2,2016-03-01 10:03:19,2016-03-01 10:12:58,1,.81,-73.977783203125,40.684684753417969,1,N,-73.968475341796875,40.683910369873047,1,7.5,0,0.5,0.01,0,0.3,8.31
2,2016-03-01 10:03:19,2016-03-01 10:33:24,6,3.90,-73.997550964355469,40.740936279296875,1,N,-73.962295532226563,40.778961181640625,2,19.5,0,0.5,0,0,0.3,20.3
1,2016-03-01 10:03:20,2016-03-01 10:11:44,2,1.50,-73.981178283691406,40.736968994140625,1,N,-73.96978759765625,40.7528076171875,2,8,0,0.5,0,0,0.3,8.8
1,2016-03-01 10:03:20,2016-03-01 10:20:22,1,1.10,-73.961082458496094,40.756828308105469,1,N,-73.976295471191406,40.755180358886719,2,11,0,0.5,0,0,0.3,11.8
1,2016-03-01 10:03:20,2016-03-01 10:12:42,1,1.10,-73.984245300292969,40.745792388916016,1,N,-73.973602294921875,40.758766174316406,1,7.5,0,0.5,1.65,0,0.3,9.95
2,2016-03-01 10:03:20,2016-03-01 10:12:44,1,1.01,-73.946571350097656,40.772541046142578,1,N,-73.95465087890625,40.779960632324219,1,7.5,0,0.5,1,0,0.3,9.3
2,2016-03-01 10:03:20,2016-03-01 10:21:02,1,1.85,-73.994087219238281,40.751220703125,1,N,-73.993026733398437,40.770759582519531,1,12.5,0,0.5,2.66,0,0.3,15.96
2,2016-03-01 10:03:20,2016-03-01 10:05:44,1,.75,-73.977378845214844,40.749629974365234,1,N,-73.984237670898438,40.740139007568359,1,4,0,0.5,0.96,0,0.3,5.76
2,2016-03-01 10:03:20,2016-03-01 10:06:30,2,.48,-73.990913391113281,40.734676361083984,1,N,-73.994613647460938,40.729438781738281,2,4,0,0.5,0,0,0.3,4.8
1,2016-03-01 10:03:21,2016-03-01 10:26:54,1,2.70,-73.965606689453125,40.774295806884766,1,N,-73.994194030761719,40.748245239257813,1,16,0,0.5,4.2,0,0.3,21
1,2016-03-01 10:03:21,2016-03-01 10:23:09,1,2.60,-73.988296508789063,40.723438262939453,1,N,-73.9859619140625,40.752273559570312,2,14,0,0.5,0,0,0.3,14.8
1,2016-03-01 10:03:21,2016-03-01 10:07:13,1,.60,-74.011665344238281,40.707649230957031,1,N,-74.014823913574219,40.709312438964844,2,5,0,0.5,0,0,0.3,5.8
1,2016-03-01 10:03:21,2016-03-01 10:17:14,1,1.50,-73.979759216308594,40.752151489257813,1,N,-73.965789794921875,40.771320343017578,1,10,0,0.5,2.7,0,0.3,13.5
1,2016-03-01 10:03:21,2016-03-01 10:26:09,1,2.70,-74.007530212402344,40.726814270019531,1,N,-73.992889404296875,40.756526947021484,1,16,0,0.5,4.2,0,0.3,21
2,2016-03-01 10:03:21,2016-03-01 10:08:28,1,.87,-74.003387451171875,40.727725982666016,1,N,-74.007415771484375,40.733005523681641,1,5.5,0,0.5,0,0,0.3,6.3
2,2016-03-01 10:03:21,2016-03-01 10:19:49,1,2.00,-73.991867065429688,40.730419158935547,1,N,-74.006950378417969,40.717288970947266,1,12,0,0.5,2,0,0.3,14.8
2,2016-03-01 10:03:21,2016-03-01 10:09:50,1,.71,-73.989990234375,40.733303070068359,1,N,-73.995231628417969,40.739585876464844,1,6,0,0.5,1.36,0,0.3,8.16
2,2016-03-01 10:03:21,2016-03-01 10:08:51,1,.92,-73.962028503417969,40.763725280761719,1,N,-73.973243713378906,40.758655548095703,1,5.5,0,0.5,1,0,0.3,7.3
1,2016-03-01 10:03:22,2016-03-01 10:18:28,1,1.60,-73.978042602539063,40.773250579833984,1,N,-73.956863403320313,40.768119812011719,2,11,0,0.5,0,0,0.3,11.8
1,2016-03-01 10:03:22,2016-03-01 10:08:12,1,.90,-73.962600708007812,40.799648284912109,1,N,-73.963371276855469,40.808586120605469,1,5.5,0,0.5,1.55,0,0.3,7.85
1,2016-03-01 10:03:22,2016-03-01 10:24:54,1,2.80,-73.990280151367188,40.731304168701172,1,N,-73.998161315917969,40.760715484619141,1,15.5,0,0.5,1,0,0.3,17.3
1,2016-03-01 10:03:22,2016-03-01 10:58:15,1,9.60,-73.863037109375,40.768840789794922,1,N,-73.981498718261719,40.756278991699219,1,40,0,0.5,9.25,5.54,0.3,55.59
1,2016-03-01 10:03:22,2016-03-01 10:08:15,1,.70,-73.976982116699219,40.766151428222656,1,N,-73.986083984375,40.772140502929688,1,5.5,0,0.5,1,0,0.3,7.3
1,2016-03-01 10:03:22,2016-03-01 10:27:26,1,3.10,-74.008163452148438,40.738040924072266,1,N,-73.980461120605469,40.758842468261719,1,16.5,0,0.5,4.3,0,0.3,21.6
2,2016-03-01 10:03:22,2016-03-01 10:06:21,2,.43,-73.972511291503906,40.793331146240234,1,N,-73.966751098632813,40.795871734619141,2,4,0,0.5,0,0,0.3,4.8
1,2016-03-01 10:03:23,2016-03-01 10:18:21,1,1.80,-73.995750427246094,40.74908447265625,1,N,-73.982109069824219,40.772071838378906,1,11,0,0.5,2.35,0,0.3,14.15
1,2016-03-01 10:03:23,2016-03-01 10:13:18,1,1.00,-73.992218017578125,40.751571655273438,1,N,-73.984626770019531,40.763141632080078,1,8,0,0.5,1,0,0.3,9.8
2,2016-03-01 10:03:23,2016-03-01 10:10:36,1,.65,-73.973487854003906,40.760585784912109,1,N,-73.981651306152344,40.758010864257813,1,6.5,0,0.5,1.82,0,0.3,9.12
1,2016-03-01 10:03:24,2016-03-01 10:21:55,1,1.80,-73.990997314453125,40.770011901855469,1,N,-73.987403869628906,40.751071929931641,1,13,0,0.5,2.75,0,0.3,16.55
2,2016-03-01 10:03:24,2016-03-01 10:21:05,1,2.93,-73.967605590820313,40.802772521972656,1,N,-73.940597534179687,40.839923858642578,1,14.5,0,0.5,3.06,0,0.3,18.36
1,2016-03-01 10:03:25,2016-03-01 10:14:18,1,1.50,-73.964004516601563,40.773719787597656,1,N,-73.982101440429688,40.770523071289063,1,9,0,0.5,3.2,0,0.3,13
1,2016-03-01 10:03:25,2016-03-01 10:58:10,1,18.20,-73.78948974609375,40.643356323242188,2,N,-73.98907470703125,40.758262634277344,1,52,0,0.5,14.55,5.54,0.3,72.89
1,2016-03-01 10:03:25,2016-03-01 10:15:07,1,1.30,-73.951347351074219,40.785259246826172,1,N,-73.960556030273438,40.769603729248047,1,9,0,0.5,1,0,0.3,10.8
1,2016-03-01 10:03:26,2016-03-01 10:08:09,1,.90,-74.015899658203125,40.704906463623047,1,N,-74.014251708984375,40.713882446289063,1,5.5,0,0.5,1,0,0.3,7.3
1,2016-03-01 10:03:26,2016-03-01 10:25:10,1,1.50,-74.007904052734375,40.704433441162109,1,N,-73.990768432617188,40.718219757080078,1,8.5,0,0.5,1,0,0.3,10.3
1,2016-03-01 10:03:27,2016-03-01 10:21:25,1,6.30,-73.956748962402344,40.774936676025391,1,N,-73.939888000488281,40.840927124023438,1,20.5,0,0.5,4.25,0,0.3,25.55
2,2016-03-01 10:03:27,2016-03-01 10:17:26,1,1.47,-73.990676879882813,40.741729736328125,1,N,-73.997138977050781,40.724830627441406,1,10,0,0.5,2.16,0,0.3,12.96
1,2016-03-01 10:03:28,2016-03-01 10:13:48,1,1.60,-73.960296630859375,40.776073455810547,1,N,-73.9791259765625,40.773384094238281,1,9.5,0,0.5,2.06,0,0.3,12.36
1,2016-03-01 10:03:28,2016-03-01 10:16:37,1,2.20,-73.982322692871094,40.764804840087891,1,Y,-73.961830139160156,40.779865264892578,2,11.5,0,0.5,0,0,0.3,12.3
1,2016-03-01 10:03:28,2016-03-01 10:05:46,1,.40,-73.971290588378906,40.760677337646484,1,N,-73.967506408691406,40.765857696533203,1,3.5,0,0.5,1,0,0.3,5.3
2,2016-03-01 10:03:28,2016-03-01 10:42:00,1,14.49,-73.871017456054688,40.773731231689453,1,N,-74.00714111328125,40.705581665039063,2,41.5,0,0.5,0,5.54,0.3,47.84
1,2016-03-01 10:03:29,2016-03-01 10:13:51,1,.70,-73.976371765136719,40.747882843017578,1,N,-73.975021362304688,40.741588592529297,1,7.5,0,0.5,0,0,0.3,8.3
1,2016-03-01 10:03:29,2016-03-01 10:14:51,1,1.10,-73.97589111328125,40.74462890625,1,N,-73.990516662597656,40.749961853027344,1,8.5,0,0.5,1.85,0,0.3,11.15
1,2016-03-01 10:03:29,2016-03-01 10:16:42,2,1.40,-73.990791320800781,40.739654541015625,1,N,-73.983352661132813,40.754425048828125,1,9.5,0,0.5,1,0,0.3,11.3
1,2016-03-01 10:03:29,2016-03-01 10:23:40,1,1.60,-74.009132385253906,40.703849792480469,1,N,-73.994682312011719,40.722999572753906,1,13,0,0.5,2.75,0,0.3,16.55
2,2016-03-01 10:03:29,2016-03-01 10:13:25,1,1.74,-73.950141906738281,40.776229858398438,1,N,-73.947608947753906,40.795978546142578,2,9,0,0.5,0,0,0.3,9.8
2,2016-03-01 10:03:29,2016-03-01 10:14:47,1,.87,-73.995452880859375,40.759513854980469,1,N,-73.981803894042969,40.757728576660156,1,8,0,0.5,2,0,0.3,10.8
2,2016-03-01 10:03:29,2016-03-01 10:25:05,1,1.94,-73.91668701171875,40.837261199951172,1,N,-73.91668701171875,40.837261199951172,1,14,0,0.5,2.96,0,0.3,17.76
2,2016-03-01 10:03:29,2016-03-01 10:07:03,1,.56,-74.0087890625,40.715278625488281,1,N,-74.015846252441406,40.71514892578125,1,4.5,0,0.5,1.06,0,0.3,6.36
1,2016-03-01 10:03:30,2016-03-01 10:13:03,1,.80,-73.98291015625,40.756431579589844,1,N,-73.995147705078125,40.759223937988281,2,7.5,0,0.5,0,0,0.3,8.3
1,2016-03-01 10:03:30,2016-03-01 10:13:25,1,1.10,-73.976943969726563,40.750312805175781,1,N,-73.989219665527344,40.739566802978516,1,8,0,0.5,1.75,0,0.3,10.55
1,2016-03-01 10:03:30,2016-03-01 10:06:24,1,.60,-73.990692138671875,40.734878540039063,1,N,-73.995452880859375,40.726879119873047,2,4,0,0.5,0,0,0.3,4.8
2,2016-03-01 10:03:30,2016-03-01 10:08:18,1,.47,-73.989410400390625,40.730083465576172,1,N,-73.991592407226562,40.732627868652344,1,5,0,0.5,1,0,0.3,6.8
1,2016-03-01 10:03:31,2016-03-01 10:32:08,1,9.90,-73.977928161621094,40.786289215087891,1,N,-73.872215270996094,40.774505615234375,1,32.5,0,0.5,7.75,5.54,0.3,46.59
1,2016-03-01 10:03:31,2016-03-01 10:06:39,1,.70,-73.974052429199219,40.784000396728516,1,N,-73.980583190917969,40.775012969970703,2,4.5,0,0.5,0,0,0.3,5.3
1,2016-03-01 10:03:31,2016-03-01 10:18:57,1,1.90,-73.95086669921875,40.785923004150391,1,N,-73.969680786132813,40.762546539306641,1,11.5,0,0.5,2.45,0,0.3,14.75
2,2016-03-01 10:03:31,2016-03-01 10:06:16,3,.57,-73.974601745605469,40.793308258056641,1,N,-73.968696594238281,40.801319122314453,2,4.5,0,0.5,0,0,0.3,5.3
2,2016-03-01 10:03:31,2016-03-01 10:42:09,2,10.02,-73.872871398925781,40.774177551269531,1,N,-73.981697082519531,40.779678344726563,1,34,0,0.5,12.1,5.54,0.3,52.44
2,2016-03-01 10:03:31,2016-03-01 10:42:34,1,8.40,-73.873481750488281,40.774028778076172,1,N,-73.981666564941406,40.749748229980469,1,31,0,0.5,6.66,5.54,0.3,44
2,2016-03-01 10:03:31,2016-03-01 10:07:43,1,.63,-73.978111267089844,40.748588562011719,1,N,-73.987693786621094,40.749710083007812,1,4.5,0,0.5,1,0,0.3,6.3
1,2016-03-01 10:03:32,2016-03-01 10:24:28,2,1.80,-73.967132568359375,40.772319793701172,1,N,-73.970008850097656,40.752593994140625,1,13.5,0,0.5,4,0,0.3,18.3
1,2016-03-01 10:03:32,2016-03-01 10:11:51,1,1.10,-73.969459533691406,40.76324462890625,1,N,-73.960853576660156,40.777500152587891,2,7.5,0,0.5,0,0,0.3,8.3
1,2016-03-01 10:03:32,2016-03-01 10:24:56,1,2.30,-73.967437744140625,40.766323089599609,1,N,-73.98095703125,40.738636016845703,2,14,0,0.5,0,0,0.3,14.8
2,2016-03-01 10:03:32,2016-03-01 10:06:43,3,.76,-73.988800048828125,40.748249053955078,1,N,-73.980186462402344,40.752971649169922,1,4.5,0,0.5,1.06,0,0.3,6.36
2,2016-03-01 10:03:32,2016-03-01 10:11:42,1,2.07,-73.961051940917969,40.760711669921875,1,N,-73.942222595214844,40.786579132080078,1,8.5,0,0.5,1.8,0,0.3,11.1
2,2016-03-01 10:03:32,2016-03-01 10:44:49,3,18.47,-73.785697937011719,40.646461486816406,2,N,-73.944770812988281,40.779949188232422,1,52,0,0.5,4,5.54,0.3,62.34
2,2016-03-01 10:03:32,2016-03-01 10:13:28,1,1.80,-73.977989196777344,40.764236450195313,1,N,-73.954109191894531,40.768756866455078,2,8.5,0,0.5,0,0,0.3,9.3
2,2016-03-01 10:03:32,2016-03-01 10:14:36,1,1.66,-73.9971923828125,40.762577056884766,1,N,-73.978309631347656,40.772933959960938,1,9,0,0.5,1.96,0,0.3,11.76
1,2016-03-01 10:03:33,2016-03-01 10:10:59,1,.70,-73.990943908691406,40.750415802001953,1,N,-73.981086730957031,40.747169494628906,1,6,0,0.5,0.8,0,0.3,7.6
1,2016-03-01 10:03:33,2016-03-01 10:11:16,1,1.00,-73.992202758789063,40.743087768554687,1,N,-73.993949890136719,40.732772827148437,1,6.5,0,0.5,1.45,0,0.3,8.75
1,2016-03-01 10:03:33,2016-03-01 10:20:02,1,1.50,-73.997871398925781,40.745986938476562,1,N,-73.987869262695312,40.733409881591797,2,11,0,0.5,0,0,0.3,11.8
