VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-03-01 09:59:20,2016-03-01 10:11:04,1,1.36,-73.981132507324219,40.758636474609375,1,N,-73.984939575195313,40.747657775878906,1,9,0,0.5,1.96,0,0.3,11.76
1,2016-03-01 09:59:21,2016-03-01 10:06:56,1,.90,-73.996688842773438,40.742851257324219,1,N,-74.005210876464844,40.740802764892578,1,6.5,0,0.5,1.45,0,0.3,8.75
2,2016-03-01 09:59:21,2016-03-01 10:14:40,5,1.90,-73.95562744140625,40.768100738525391,1,N,-73.979110717773437,40.759899139404297,1,11,0,0.5,2,0,0.3,13.8
2,2016-03-01 09:59:21,2016-03-01 10:05:54,1,.00,-73.970649719238281,40.758491516113281,1,N,-73.9705810546875,40.758548736572266,2,5.5,0,0.5,0,0,0.3,6.3
1,2016-03-01 09:59:22,2016-03-01 10:26:01,1,1.80,-73.981430053710938,40.767730712890625,1,N,-73.955528259277344,40.764114379882813,2,16.5,0,0.5,0,0,0.3,17.3
1,2016-03-01 09:59:22,2016-03-01 10:04:52,1,1.20,-73.991317749023437,40.755210876464844,1,N,-74.005699157714844,40.750606536865234,1,6,0,0.5,0.68,0,0.3,7.48
1,2016-03-01 09:59:22,2016-03-01 10:10:17,1,1.90,-73.954116821289062,40.770309448242187,1,N,-73.979629516601563,40.771068572998047,2,9.5,0,0.5,0,0,0.3,10.3
2,2016-03-01 09:59:22,2016-03-01 10:06:10,1,1.03,-73.948974609375,40.781131744384766,1,N,-73.959274291992188,40.771800994873047,1,6.5,0,0.5,1.46,0,0.3,8.76
2,2016-03-01 09:59:22,2016-03-01 09:59:26,5,.01,0,0,1,N,0,0,2,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-01 09:59:22,2016-03-01 10:02:45,1,.43,-74.010543823242188,40.720420837402344,1,N,-74.01171875,40.713947296142578,1,4,0,0.5,0.96,0,0.3,5.76
2,2016-03-01 09:59:22,2016-03-01 10:11:34,3,1.61,-73.978370666503906,40.753929138183594,1,N,-73.960746765136719,40.765590667724609,2,9.5,0,0.5,0,0,0.3,10.3
1,2016-03-01 09:59:23,2016-03-01 10:13:42,1,2.10,-73.964744567871094,40.763725280761719,1,N,-73.969917297363281,40.785488128662109,2,11,0,0.5,0,0,0.3,11.8
1,2016-03-01 09:59:23,2016-03-01 10:03:01,1,.50,-73.989982604980469,40.751716613769531,1,N,-73.98992919921875,40.745796203613281,1,4.5,0,0.5,1.05,0,0.3,6.35
2,2016-03-01 09:59:23,2016-03-01 10:11:21,1,1.40,-73.983634948730469,40.756832122802734,1,N,-73.982162475585937,40.773616790771484,2,9,0,0.5,0,0,0.3,9.8
2,2016-03-01 09:59:23,2016-03-01 10:12:35,1,1.73,-74.002899169921875,40.760421752929688,1,N,-73.993476867675781,40.743068695068359,1,10.5,0,0.5,1,0,0.3,12.3
2,2016-03-01 09:59:23,2016-03-01 10:08:25,6,1.16,-73.981193542480469,40.749897003173828,1,N,-73.983024597167969,40.760658264160156,1,7.5,0,0.5,1,0,0.3,9.3
2,2016-03-01 09:59:23,2016-03-01 10:03:25,2,.96,-73.978042602539063,40.730678558349609,1,N,-73.990097045898437,40.7288818359375,1,5,0,0.5,1.16,0,0.3,6.96
2,2016-03-01 09:59:23,2016-03-01 10:05:45,1,.90,-73.987663269042969,40.722599029541016,1,N,-73.998939514160156,40.720088958740234,1,6,0,0.5,1.7,0,0.3,8.5
1,2016-03-01 09:59:24,2016-03-01 10:06:42,1,1.50,-73.974380493164063,40.783332824707031,1,N,-73.973320007324219,40.79833984375,2,7.5,0,0.5,0,0,0.3,8.3
2,2016-03-01 09:59:24,2016-03-01 10:27:52,1,5.91,-73.978408813476563,40.750038146972656,1,N,-73.957008361816406,40.701099395751953,2,24.5,0,0.5,0,0,0.3,25.3
2,2016-03-01 09:59:24,2016-03-01 10:06:32,1,.91,-73.98046875,40.745128631591797,1,N,-73.990158081054687,40.737800598144531,1,6.5,0,0.5,1.46,0,0.3,8.76
2,2016-03-01 09:59:25,2016-03-01 10:51:27,1,5.51,-74.003532409667969,40.749820709228516,1,N,-73.966209411621094,40.767578125,1,34,0,0.5,10.44,0,0.3,45.24
2,2016-03-01 09:59:25,2016-03-01 10:05:32,2,1.25,-73.969520568847656,40.790241241455078,1,N,-73.981101989746094,40.774299621582031,1,6.5,0,0.5,2.19,0,0.3,9.49
2,2016-03-01 09:59:25,2016-03-01 10:09:26,1,1.49,-73.979499816894531,40.739753723144531,1,N,-73.972091674804688,40.753982543945313,2,8.5,0,0.5,0,0,0.3,9.3
1,2016-03-01 09:59:26,2016-03-01 10:03:16,1,.60,-73.976020812988281,40.776054382324219,1,N,-73.981338500976563,40.769943237304688,1,5,0,0.5,1.15,0,0.3,6.95
1,2016-03-01 09:59:26,2016-03-01 10:07:22,1,1.00,-73.991897583007812,40.7491455078125,1,N,-73.989837646484375,40.738662719726563,1,7,0,0.5,2.3,0,0.3,10.1
2,2016-03-01 09:59:26,2016-03-01 10:05:31,1,1.33,-73.989082336425781,40.752780914306641,1,N,-74.001251220703125,40.737079620361328,1,6.5,0,0.5,1.46,0,0.3,8.76
2,2016-03-01 09:59:26,2016-03-01 10:14:20,1,2.38,-73.981681823730469,40.756633758544922,1,N,-73.960884094238281,40.779277801513672,2,11.5,0,0.5,0,0,0.3,12.3
1,2016-03-01 09:59:27,2016-03-01 10:19:21,1,2.30,-73.982261657714844,40.731739044189453,1,N,-73.982421875,40.757221221923828,1,14,0,0.5,0.2,0,0.3,15
2,2016-03-01 09:59:27,2016-03-01 10:00:16,2,.33,-74.005828857421875,40.736438751220703,1,N,-74.005828857421875,40.736438751220703,2,3,0,0.5,0,0,0.3,3.8
2,2016-03-01 09:59:27,2016-03-01 10:11:43,1,1.66,-73.991249084472656,40.723270416259766,1,N,-74.004600524902344,40.705390930175781,1,9.5,0,0.5,1,0,0.3,11.3
1,2016-03-01 09:59:28,2016-03-01 10:13:36,1,1.10,-73.981475830078125,40.749458312988281,1,N,-73.969932556152344,40.753665924072266,2,9.5,0,0.5,0,0,0.3,10.3
1,2016-03-01 09:59:28,2016-03-01 10:03:24,1,.60,-74.002410888671875,40.734207153320312,1,N,-74.005401611328125,40.725528717041016,2,5,0,0.5,0,0,0.3,5.8
1,2016-03-01 09:59:28,2016-03-01 10:07:04,1,1.00,-73.967216491699219,40.752910614013672,1,N,-73.955726623535156,40.763923645019531,2,6.5,0,0.5,0,0,0.3,7.3
2,2016-03-01 09:59:28,2016-03-01 10:06:07,1,.87,-74.007347106933594,40.728031158447266,1,N,-74.010047912597656,40.720981597900391,1,6,0,0.5,1.36,0,0.3,8.16
2,2016-03-01 09:59:28,2016-03-01 10:07:43,1,.78,-73.9825439453125,40.727401733398438,1,N,-73.9892578125,40.734081268310547,2,6.5,0,0.5,0,0,0.3,7.3
1,2016-03-01 09:59:29,2016-03-01 10:06:32,1,.60,-73.981880187988281,40.770839691162109,1,N,-73.977691650390625,40.764175415039063,2,6,0,0.5,0,0,0.3,6.8
1,2016-03-01 09:59:29,2016-03-01 10:21:16,1,1.50,-73.994094848632812,40.750957489013672,1,N,-73.978218078613281,40.762969970703125,1,14,0,0.5,2.95,0,0.3,17.75
2,2016-03-01 09:59:29,2016-03-01 10:33:10,6,3.03,-73.979812622070313,40.743949890136719,1,N,-73.984657287597656,40.760890960693359,1,20.5,0,0.5,4.26,0,0.3,25.56
2,2016-03-01 09:59:29,2016-03-01 10:06:12,1,.72,-73.980720520019531,40.764293670654297,1,N,-73.973289489746094,40.758113861083984,2,6,0,0.5,0,0,0.3,6.8
2,2016-03-01 09:59:29,2016-03-01 10:04:24,1,.92,-74.003311157226563,40.727325439453125,1,N,-73.9931640625,40.732376098632813,1,5.5,0,0.5,1.26,0,0.3,7.56
2,2016-03-01 09:59:30,2016-03-01 10:06:15,2,.70,-73.935714721679688,40.820316314697266,1,N,-73.937370300292969,40.826961517333984,2,6,0,0.5,0,0,0.3,6.8
2,2016-03-01 09:59:30,2016-03-01 10:14:28,1,1.75,-73.999244689941406,40.718799591064453,1,N,-73.989189147949219,40.739734649658203,1,11,0,0.5,2.36,0,0.3,14.16
2,2016-03-01 09:59:31,2016-03-01 10:44:47,1,11.17,-73.873123168945313,40.774120330810547,1,N,-73.985000610351563,40.754928588867188,1,38,0,0.5,6,5.54,0.3,50.34
2,2016-03-01 09:59:31,2016-03-01 10:03:01,1,.57,-74.005874633789063,40.741130828857422,1,N,-74.004562377929687,40.747261047363281,2,4.5,0,0.5,0,0,0.3,5.3
2,2016-03-01 09:59:31,2016-03-01 10:13:37,2,.96,-73.977203369140625,40.758197784423828,1,N,-73.99005126953125,40.753253936767578,2,9.5,0,0.5,0,0,0.3,10.3
1,2016-03-01 09:59:32,2016-03-01 10:01:59,1,.50,-73.953483581542969,40.782001495361328,1,N,-73.946075439453125,40.778537750244141,1,4,0,0.5,1,0,0.3,5.8
1,2016-03-01 09:59:32,2016-03-01 10:10:34,1,1.70,-73.985328674316406,40.741348266601563,1,N,-74.00140380859375,40.721088409423828,1,9,0,0.5,1.95,0,0.3,11.75
2,2016-03-01 09:59:32,2016-03-01 10:02:26,1,.47,-73.949378967285156,40.784950256347656,1,N,-73.947860717773438,40.789981842041016,2,4,0,0.5,0,0,0.3,4.8
2,2016-03-01 09:59:32,2016-03-01 09:59:45,1,.00,-73.978057861328125,40.752399444580078,1,N,-73.977760314941406,40.752391815185547,2,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-01 09:59:32,2016-03-01 10:07:20,5,.96,-74.001899719238281,40.737709045410156,1,N,-74.003669738769531,40.748489379882813,1,7,0,0.5,1.56,0,0.3,9.36
2,2016-03-01 09:59:32,2016-03-01 10:05:36,2,.83,-73.953178405761719,40.782691955566406,1,N,-73.946403503417969,40.775520324707031,1,6,0,0.5,1.5,0,0.3,8.3
1,2016-03-01 09:59:33,2016-03-01 10:13:49,1,2.40,-74.007545471191406,40.715396881103516,1,N,-73.984756469726563,40.736518859863281,1,11,0,0.5,2,0,0.3,13.8
1,2016-03-01 09:59:33,2016-03-01 10:13:19,1,1.50,-73.982749938964844,40.739299774169922,1,N,-73.994407653808594,40.752311706542969,1,10,0,0.5,1.25,0,0.3,12.05
1,2016-03-01 09:59:33,2016-03-01 10:08:53,1,1.40,-73.969802856445313,40.756462097167969,1,N,-73.9569091796875,40.774749755859375,2,8,0,0.5,0,0,0.3,8.8
1,2016-03-01 09:59:33,2016-03-01 10:19:04,1,5.10,-73.978736877441406,40.750255584716797,1,N,-74.00628662109375,40.70965576171875,1,19.5,0,0.5,5,0,0.3,25.3
1,2016-03-01 09:59:33,2016-03-01 10:08:27,1,1.70,-73.986122131347656,40.767349243164062,1,N,-74.004844665527344,40.751663208007812,2,8.5,0,0.5,0,0,0.3,9.3
2,2016-03-01 09:59:33,2016-03-01 10:05:17,2,1.20,-73.950942993164063,40.785930633544922,1,N,-73.9559326171875,40.772258758544922,2,6,0,0.5,0,0,0.3,6.8
2,2016-03-01 09:59:33,2016-03-01 10:19:54,1,4.93,-73.986808776855469,40.766685485839844,1,N,-73.958900451660156,40.809761047363281,1,20,0,0.5,4.16,0,0.3,24.96
2,2016-03-01 09:59:33,2016-03-01 10:01:55,4,.48,-73.979278564453125,40.746868133544922,1,N,-73.983711242675781,40.740898132324219,1,4,0,0.5,0.96,0,0.3,5.76
1,2016-03-01 09:59:34,2016-03-01 10:02:00,1,.50,-73.992721557617188,40.735740661621094,1,N,-74.002052307128906,40.739658355712891,2,4,0,0.5,0,0,0.3,4.8
1,2016-03-01 09:59:34,2016-03-01 10:06:16,1,.70,-73.988868713378906,40.741191864013672,1,N,-73.981536865234375,40.749530792236328,2,6,0,0.5,0,0,0.3,6.8
1,2016-03-01 09:59:34,2016-03-01 10:10:58,2,1.20,-73.970382690429688,40.750816345214844,1,N,-73.971641540527344,40.761798858642578,1,8.5,0,0.5,1.85,0,0.3,11.15
2,2016-03-01 09:59:34,2016-03-01 10:09:14,1,1.16,-73.962310791015625,40.763553619384766,1,N,-73.973388671875,40.7506103515625,1,8,0,0.5,1.76,0,0.3,10.56
2,2016-03-01 09:59:34,2016-03-01 10:13:48,1,1.67,-73.962928771972656,40.7576904296875,1,N,-73.9521484375,40.775539398193359,1,10.5,0,0.5,2.26,0,0.3,13.56
1,2016-03-01 09:59:35,2016-03-01 10:05:34,1,1.00,-73.991371154785156,40.749904632568359,1,N,-73.980979919433594,40.759136199951172,2,6,0,0.5,0,0,0.3,6.8
1,2016-03-01 09:59:35,2016-03-01 10:01:54,1,.20,-73.98687744140625,40.744937896728516,1,N,-73.984428405761719,40.742828369140625,2,3.5,0,0.5,0,0,0.3,4.3
2,2016-03-01 09:59:35,2016-03-01 10:04:20,6,.63,-73.983650207519531,40.743980407714844,1,N,-73.976142883300781,40.74822998046875,1,5,0,0.5,1.16,0,0.3,6.96
2,2016-03-01 09:59:35,2016-03-01 10:05:50,1,1.27,-73.96478271484375,40.775531768798828,1,N,-73.980926513671875,40.770679473876953,1,7,0,0.5,2.34,0,0.3,10.14
2,2016-03-01 09:59:35,2016-03-01 10:08:00,1,1.25,-73.978797912597656,40.74078369140625,1,N,-73.991226196289062,40.727916717529297,1,7.5,0,0.5,1.66,0,0.3,9.96
2,2016-03-01 09:59:35,2016-03-01 10:04:20,5,.72,-73.981246948242188,40.733085632324219,1,N,-73.974258422851562,40.739955902099609,1,5.5,0,0.5,1.26,0,0.3,7.56
2,2016-03-01 09:59:35,2016-03-01 10:28:28,1,2.80,-73.990776062011719,40.755970001220703,1,N,-73.955635070800781,40.765689849853516,1,18.5,0,0.5,1,0,0.3,20.3
2,2016-03-01 09:59:35,2016-03-01 10:26:26,2,11.80,-74.005027770996094,40.70697021484375,1,N,-73.872406005859375,40.774181365966797,2,35,0,0.5,0,0,0.3,35.8
1,2016-03-01 09:59:36,2016-03-01 10:08:08,1,.70,-73.991806030273437,40.749332427978516,1,N,-73.985580444335937,40.753372192382812,2,7,0,0.5,0,0,0.3,7.8
2,2016-03-01 09:59:36,2016-03-01 10:13:32,5,1.46,-74.00042724609375,40.732330322265625,1,N,-73.984992980957031,40.745288848876953,1,10,0,0.5,2.16,0,0.3,12.96
2,2016-03-01 09:59:36,2016-03-01 10:24:09,1,2.54,-73.970649719238281,40.757953643798828,1,N,-73.99627685546875,40.737934112548828,2,13.5,0,0.5,0,0,0.3,14.3
2,2016-03-01 09:59:36,2016-03-01 10:13:55,1,3.46,-73.952255249023438,40.781280517578125,1,N,-73.973228454589844,40.751506805419922,1,13,0,0.5,3.45,0,0.3,17.25
2,2016-03-01 09:59:36,2016-03-01 10:13:31,5,1.59,-73.957199096679688,40.785911560058594,1,N,-73.971961975097656,40.765785217285156,1,10.5,0,0.5,2.26,0,0.3,13.56
1,2016-03-01 09:59:37,2016-03-01 10:16:38,1,2.00,-73.999313354492187,40.733814239501953,1,N,-73.979118347167969,40.750022888183594,1,12,0,0.5,2,0,0.3,14.8
1,2016-03-01 09:59:37,2016-03-01 10:02:31,1,.40,-73.960884094238281,40.769924163818359,1,N,-73.961112976074219,40.774662017822266,4,4,0,0.5,0,0,0.3,4.8
1,2016-03-01 09:59:37,2016-03-01 10:09:40,1,1.40,-73.976036071777344,40.765266418457031,1,N,-73.980133056640625,40.783485412597656,1,8.5,0,0.5,1.86,0,0.3,11.16
2,2016-03-01 09:59:37,2016-03-01 10:26:11,1,2.76,-73.991073608398438,40.770130157470703,1,N,-73.990516662597656,40.740421295166016,1,17.5,0,0.5,4.58,0,0.3,22.88
2,2016-03-01 09:59:37,2016-03-01 10:33:31,1,.00,-73.991073608398438,40.770130157470703,1,N,-73.998809814453125,40.734630584716797,2,2.5,0,0.5,0,0,0.3,3.3
2,2016-03-01 09:59:37,2016-03-01 10:33:31,1,.00,-73.991073608398438,40.770130157470703,1,N,-73.998809814453125,40.734630584716797,3,-2.5,0,-0.5,0,0,-0.3,-3.3
1,2016-03-01 09:59:38,2016-03-01 10:28:48,3,4.30,-74.003089904785156,40.74407958984375,1,N,-73.95751953125,40.764400482177734,1,21,0,0.5,4.35,0,0.3,26.15
2,2016-03-01 09:59:38,2016-03-01 10:05:21,1,.94,-73.963584899902344,40.765647888183594,1,N,-73.959259033203125,40.775951385498047,1,6,0,0.5,1.7,0,0.3,8.5
2,2016-03-01 09:59:38,2016-03-01 10:03:34,1,.72,-74.008773803710937,40.719608306884766,1,N,-74.014564514160156,40.714073181152344,2,5,0,0.5,0,0,0.3,5.8
2,2016-03-01 09:59:38,2016-03-01 10:05:28,1,.31,-73.976333618164062,40.750709533691406,1,N,-73.975090026855469,40.74774169921875,1,5.5,0,0.5,1.89,0,0.3,8.19
2,2016-03-01 09:59:38,2016-03-01 10:36:00,1,10.23,-73.873558044433594,40.774040222167969,1,N,-73.973709106445313,40.750621795654297,1,32.5,0,0.5,6,5.54,0.3,44.84
2,2016-03-01 09:59:38,2016-03-01 10:17:51,2,1.34,-73.974510192871094,40.755821228027344,1,N,-73.991218566894531,40.750431060791016,1,12,0,0.5,1.5,0,0.3,14.3
1,2016-03-01 09:59:39,2016-03-01 10:18:24,1,2.10,-73.973159790039063,40.755386352539063,1,N,-73.995033264160156,40.7410888671875,2,13,0,0.5,0,0,0.3,13.8
1,2016-03-01 09:59:39,2016-03-01 10:02:21,1,.40,-73.997787475585937,40.73602294921875,1,N,-73.993606567382812,40.740726470947266,1,4,0,0.5,0.95,0,0.3,5.75
2,2016-03-01 09:59:39,2016-03-01 10:37:16,1,14.86,-73.873023986816406,40.77410888671875,1,N,-74.0145263671875,40.704643249511719,2,42.5,0,0.5,0,5.54,0.3,48.84
2,2016-03-01 09:59:40,2016-03-01 10:11:13,1,2.01,-73.96002197265625,40.780139923095703,1,N,-73.984443664550781,40.777133941650391,2,10,0,0.5,0,0,0.3,10.8
1,2016-03-01 09:59:41,2016-03-01 11:07:54,1,18.90,-73.776809692382813,40.645908355712891,2,N,-73.984207153320313,40.763778686523438,1,52,0,0.5,7,0,0.3,59.8
2,2016-03-01 09:59:41,2016-03-01 10:12:25,2,1.05,-73.96868896484375,40.753673553466797,1,N,-73.974807739257812,40.747547149658203,1,9,0,0.5,2.45,0,0.3,12.25
2,2016-03-01 09:59:41,2016-03-01 10:05:00,3,.71,-74.008110046386719,40.744770050048828,1,N,-73.998893737792969,40.744609832763672,1,5.5,0,0.5,0,0,0.3,6.3
2,2016-03-01 09:59:41,2016-03-01 10:14:23,5,1.68,-73.985130310058594,40.753444671630859,1,N,-73.981437683105469,40.738227844238281,2,11,0,0.5,0,0,0.3,11.8
1,2016-03-01 09:59:42,2016-03-01 10:19:36,1,10.20,-73.971412658691406,40.755519866943359,1,N,-73.872749328613281,40.774326324462891,2,30.5,0,0.5,0,5.54,0.3,36.84
2,2016-03-01 09:59:42,2016-03-01 10:08:04,6,1.22,-73.995559692382813,40.7332763671875,1,N,-74.00128173828125,40.719913482666016,1,7,0,0.5,1.95,0,0.3,9.75
2,2016-03-01 09:59:42,2016-03-01 10:09:10,1,1.89,-73.954658508300781,40.773990631103516,1,N,-73.978233337402344,40.773139953613281,1,9,0,0.5,2.94,0,0.3,12.74
2,2016-03-01 09:59:42,2016-03-01 11:10:54,6,18.60,-73.790023803710938,40.643833160400391,2,N,-73.987510681152344,40.759258270263672,2,52,0,0.5,0,5.54,0.3,58.34
1,2016-03-01 09:59:43,2016-03-01 10:15:44,3,2.00,-73.991439819335938,40.749801635742187,1,N,-73.981880187988281,40.772499084472656,1,11.5,0,0.5,0,0,0.3,12.3
1,2016-03-01 09:59:43,2016-03-01 10:02:50,1,.30,-74.007949829101563,40.738693237304688,1,N,-74.002731323242188,40.739574432373047,1,4,0,0.5,4,0,0.3,8.8
1,2016-03-01 09:59:43,2016-03-01 10:03:01,1,.60,-73.985626220703125,40.752445220947266,1,N,-73.980331420898438,40.760288238525391,1,4.5,0,0.5,1.05,0,0.3,6.35
2,2016-03-01 09:59:43,2016-03-01 10:08:52,1,1.45,-73.982582092285156,40.748428344726563,1,N,-73.996726989746094,40.731582641601563,1,8,0,0.5,1.76,0,0.3,10.56
1,2016-03-01 09:59:44,2016-03-01 10:32:06,1,2.30,-73.997138977050781,40.742206573486328,1,N,-73.969444274902344,40.756969451904297,1,19.5,0,0.5,5.05,0,0.3,25.35
1,2016-03-01 09:59:45,2016-03-01 10:15:02,1,1.90,-73.985977172851562,40.777484893798828,1,N,-73.960380554199219,40.775524139404297,1,11,0,0.5,1.85,0,0.3,13.65
1,2016-03-01 09:59:45,2016-03-01 10:57:46,1,12.00,-73.870758056640625,40.773818969726563,1,N,-73.985389709472656,40.760364532470703,1,44.5,0,0.5,7.5,5.54,0.3,58.34
1,2016-03-01 09:59:45,2016-03-01 10:21:07,1,4.80,-73.973640441894531,40.791965484619141,1,N,-74.007789611816406,40.745174407958984,1,18,0,0.5,3.75,0,0.3,22.55
1,2016-03-01 09:59:45,2016-03-01 10:07:51,1,1.00,-73.968032836914062,40.755386352539063,1,N,-73.977401733398437,40.742763519287109,1,7,0,0.5,1,0,0.3,8.8
1,2016-03-01 09:59:45,2016-03-01 10:11:46,1,2.70,-73.965034484863281,40.755317687988281,1,N,-73.952537536621094,40.783611297607422,2,10.5,0,0.5,0,0,0.3,11.3
2,2016-03-01 09:59:45,2016-03-01 10:15:22,3,2.30,-73.9793701171875,40.746936798095703,1,N,-73.955123901367188,40.764945983886719,2,12,0,0.5,0,0,0.3,12.8
1,2016-03-01 09:59:46,2016-03-01 10:04:44,1,.80,-73.990798950195313,40.750709533691406,1,N,-73.989151000976563,40.742061614990234,1,5,0,0.5,1.45,0,0.3,7.25
1,2016-03-01 09:59:46,2016-03-01 10:29:42,1,3.70,-73.961669921875,40.762790679931641,1,N,-74.003318786621094,40.749782562255859,1,19.5,0,0.5,3.5,0,0.3,23.8
1,2016-03-01 09:59:46,2016-03-01 10:11:06,1,1.20,-73.9801025390625,40.765270233154297,1,N,-73.991622924804687,40.749561309814453,2,9,0,0.5,0,0,0.3,9.8
1,2016-03-01 09:59:46,2016-03-01 10:06:42,1,1.00,-73.95880126953125,40.763931274414063,1,N,-73.957366943359375,40.776050567626953,1,6,0,0.5,1,0,0.3,7.8
2,2016-03-01 09:59:46,2016-03-01 10:01:08,1,.57,-73.939132690429688,40.802165985107422,1,N,-73.9443359375,40.794963836669922,2,3.5,0,0.5,0,0,0.3,4.3
2,2016-03-01 09:59:46,2016-03-01 11:10:11,2,18.32,-73.78485107421875,40.645870208740234,2,N,-74.000419616699219,40.737030029296875,1,52,0,0.5,14.58,5.54,0.3,72.92
2,2016-03-01 09:59:46,2016-03-01 10:08:10,1,1.57,-73.964920043945313,40.791698455810547,1,N,-73.942390441894531,40.788871765136719,1,8,0,0.5,1.76,0,0.3,10.56
2,2016-03-01 09:59:46,2016-03-01 10:14:06,1,1.65,-73.959213256835938,40.771453857421875,1,N,-73.977363586425781,40.761260986328125,2,10.5,0,0.5,0,0,0.3,11.3
2,2016-03-01 09:59:46,2016-03-01 10:11:03,1,2.19,-73.959304809570313,40.777210235595703,1,N,-73.93670654296875,40.798282623291016,2,10,0,0.5,0,0,0.3,10.8
2,2016-03-01 09:59:46,2016-03-01 10:12:16,6,.96,-73.975990295410156,40.765388488769531,1,N,-73.974113464355469,40.75579833984375,1,9,0,0.5,2.94,0,0.3,12.74
2,2016-03-01 09:59:46,2016-03-01 10:12:51,1,1.40,-73.979026794433594,40.777145385742188,1,N,-73.9957275390625,40.769130706787109,2,9.5,0,0.5,0,0,0.3,10.3
1,2016-03-01 09:59:47,2016-03-01 10:07:40,1,.80,-73.956626892089844,40.770889282226563,1,N,-73.959861755371094,40.777889251708984,1,6.5,0,0.5,1.45,0,0.3,8.75
1,2016-03-01 09:59:47,2016-03-01 10:01:54,1,.30,-73.962791442871094,40.769622802734375,1,N,-73.964614868164062,40.765636444091797,2,3.5,0,0.5,0,0,0.3,4.3
2,2016-03-01 09:59:47,2016-03-01 10:25:28,3,1.55,-73.976837158203125,40.749897003173828,1,N,-73.97589111328125,40.764068603515625,1,15.5,0,0.5,1,0,0.3,17.3
2,2016-03-01 09:59:47,2016-03-01 10:08:15,1,2.33,-73.952178955078125,40.772819519042969,1,N,-73.971183776855469,40.753841400146484,1,9.5,0,0.5,2.06,0,0.3,12.36
2,2016-03-01 09:59:47,2016-03-01 10:35:17,1,4.23,-74.014991760253906,40.7093505859375,1,N,-73.98699951171875,40.757320404052734,1,24.5,0,0.5,7.59,0,0.3,32.89
2,2016-03-01 09:59:47,2016-03-01 10:39:04,1,3.54,-73.956832885742188,40.77484130859375,1,N,-73.987083435058594,40.740650177001953,1,24.5,0,0.5,5.06,0,0.3,30.36
2,2016-03-01 09:59:47,2016-03-01 10:48:50,1,12.22,-73.863533020019531,40.769809722900391,1,N,-73.98516845703125,40.75164794921875,2,41.5,0,0.5,0,5.54,0.3,47.84
2,2016-03-01 09:59:47,2016-03-01 10:07:28,4,1.02,-74.004959106445312,40.729721069335938,1,N,-73.992652893066406,40.737098693847656,1,7,0,0.5,1,0,0.3,8.8
2,2016-03-01 09:59:47,2016-03-01 10:11:28,1,1.86,-73.968864440917969,40.761260986328125,1,N,-73.985992431640625,40.740604400634766,1,9.5,0,0.5,2.06,0,0.3,12.36
1,2016-03-01 09:59:48,2016-03-01 10:05:40,1,.50,-73.998809814453125,40.744529724121094,1,N,-73.989952087402344,40.740509033203125,1,5.5,0,0.5,1.26,0,0.3,7.56
1,2016-03-01 09:59:48,2016-03-01 10:02:50,2,.80,-73.9447021484375,40.834636688232422,1,N,-73.952110290527344,40.824489593505859,2,5,0,0.5,0,0,0.3,5.8
2,2016-03-01 09:59:48,2016-03-01 10:05:33,4,1.01,-74.002777099609375,40.739578247070313,1,N,-74.005302429199219,40.749961853027344,1,6,0,0.5,1.36,0,0.3,8.16
2,2016-03-01 09:59:48,2016-03-01 10:12:44,1,1.72,-74.005050659179687,40.741321563720703,1,N,-74.000930786132813,40.752250671386719,1,10,0,0.5,1,0,0.3,11.8
1,2016-03-01 09:59:49,2016-03-01 10:26:44,1,3.20,-73.98211669921875,40.773937225341797,1,N,-74.008102416992188,40.73944091796875,1,18,0,0.5,2,0,0.3,20.8
1,2016-03-01 09:59:49,2016-03-01 10:02:13,1,.30,-73.981353759765625,40.780269622802734,1,N,-73.982315063476563,40.775238037109375,1,3.5,0,0.5,0.85,0,0.3,5.15
2,2016-03-01 09:59:49,2016-03-01 10:07:05,1,1.18,-73.989341735839844,40.747772216796875,1,N,-73.97918701171875,40.762454986572266,2,7,0,0.5,0,0,0.3,7.8
2,2016-03-01 09:59:49,2016-03-01 10:24:40,2,1.95,-73.967460632324219,40.756370544433594,1,N,-73.9964599609375,40.763641357421875,1,15,0,0.5,3.16,0,0.3,18.96
2,2016-03-01 09:59:49,2016-03-01 10:02:20,1,.34,-73.976097106933594,40.753700256347656,1,N,-73.972991943359375,40.758369445800781,1,3.5,0,0.5,0.86,0,0.3,5.16
2,2016-03-01 09:59:50,2016-03-01 10:14:02,1,1.68,-73.974601745605469,40.755867004394531,1,N,-73.954872131347656,40.763927459716797,2,10.5,0,0.5,0,0,0.3,11.3
1,2016-03-01 09:59:51,2016-03-01 10:07:44,1,1.30,-73.975563049316406,40.751853942871094,1,N,-73.98504638671875,40.73614501953125,1,7,0,0.5,1.55,0,0.3,9.35
1,2016-03-01 09:59:51,2016-03-01 10:12:24,1,2.30,-73.964378356933594,40.792205810546875,1,N,-73.964454650878906,40.767921447753906,2,11,0,0.5,0,0,0.3,11.8
