#states step:0
#current participants:
task16	TaskState.picking	3	[-73.8708267211914, 40.773780822753906]	[-73.8708267211914, 40.773780822753906]	[-73.98297119140625, 40.75580978393555]	1.0	8.8	32.5	0	0.11357526331	
#current pending_schedules: 1
task20	TaskState.pending	-1	[-73.97212982177734, 40.76552200317383]	[-73.97212982177734, 40.76552200317383]	[-73.99166870117188, 40.73040771484375]	2.0	2.91	15.0	0	0.0401843384034	
#current finished_schedules: 16
task1	TaskState.finished	3	[-73.98038482666016, 40.754146575927734]	[-73.98038482666016, 40.754146575927734]	[-74.00540924072266, 40.72864532470703]	1.0	2.5	13.0	1	0.0357286315578	
task2	TaskState.finished	2	[-73.98038482666016, 40.754146575927734]	[-73.98038482666016, 40.754146575927734]	[-74.00540924072266, 40.72864532470703]	1.0	2.5	13.0	1	0.0357286315578	
task3	TaskState.finished	0	[-73.98974609375, 40.75674819946289]	[-73.98974609375, 40.75674819946289]	[-73.97563171386719, 40.76338577270508]	1.0	1.2	7.5	1	0.0155972144315	
task4	TaskState.finished	3	[-73.97471618652344, 40.756141662597656]	[-73.97471618652344, 40.756141662597656]	[-73.97882080078125, 40.7559928894043]	1.0	0.51	5.5	1	0.00410730954135	
task5	TaskState.finished	1	[-73.95618438720703, 40.779815673828125]	[-73.95618438720703, 40.779815673828125]	[-73.97400665283203, 40.784698486328125]	1.0	1.26	7.0	1	0.0184790424513	
task6	TaskState.finished	0	[-73.99114990234375, 40.7595329284668]	[-73.99114990234375, 40.7595329284668]	[-73.99590301513672, 40.74005889892578]	1.0	1.76	15.0	1	0.0200456954927	
task7	TaskState.finished	3	[-73.99822235107422, 40.72013854980469]	[-73.99822235107422, 40.72013854980469]	[-73.97673034667969, 40.739288330078125]	1.0	2.11	9.5	1	0.0287857662294	
task8	TaskState.finished	2	[-73.99427795410156, 40.75093078613281]	[-73.99427795410156, 40.75093078613281]	[-73.96942138671875, 40.749176025390625]	1.0	1.7	13.0	1	0.0249184294713	
task9	TaskState.finished	0	[-73.97628784179688, 40.75897979736328]	[-73.97628784179688, 40.75897979736328]	[-73.97701263427734, 40.74684143066406]	1.0	1.15	6.5	1	0.0121599864418	
task12	TaskState.finished	2	[-74.00782012939453, 40.73172378540039]	[-74.00782012939453, 40.73172378540039]	[-73.9954605102539, 40.749298095703125]	6.0	1.43	8.5	1	0.0214852639713	
task13	TaskState.finished	3	[-73.99140930175781, 40.74980545043945]	[-73.99140930175781, 40.74980545043945]	[-73.99417114257812, 40.72819137573242]	1.0	1.85	9.0	1	0.0217898139083	
task10	TaskState.finished	1	[-73.96282958984375, 40.77537155151367]	[-73.96282958984375, 40.77537155151367]	[-73.96505737304688, 40.76310348510742]	1.0	1.0	7.5	1	0.0124686996655	
task11	TaskState.finished	4	[-74.00398254394531, 40.72080993652344]	[-74.00398254394531, 40.72080993652344]	[-73.98056030273438, 40.78667068481445]	1.0	5.67	27.0	1	0.0699016419607	
task17	TaskState.finished	2	[-73.98737335205078, 40.75519943237305]	[-73.98737335205078, 40.75519943237305]	[-74.0157470703125, 40.71430969238281]	5.0	4.04	18.0	1	0.0497698575894	
task14	TaskState.finished	0	[-73.96641540527344, 40.767459869384766]	[-73.96641540527344, 40.767459869384766]	[-73.96160125732422, 40.769893646240234]	1.0	0.4	5.0	1	0.00539437579885	
task15	TaskState.finished	4	[-73.98454284667969, 40.73690414428711]	[-73.98454284667969, 40.73690414428711]	[-73.99884796142578, 40.73404312133789]	1.0	1.0	7.5	1	0.0145884118469	
#total reward:0.518125562853

